"year_p_name","year_p_year","year_p_Tm","year_p_Pk","year_p_Rk","year_p_college","year_p_Yrs","year_p_G","year_p_MP","year_p_PTS","year_p_TRB","year_p_AST","year_p_FG","year_p__3P","year_p_FT","year_p_MP_PG","year_p_PTS_PG","year_p_TRB_PG","year_p_AST_PG","year_p_WS_ADV","year_p_WS48_ADV","year_p_BPM_ADV","year_p_VORP_ADV"
"Dick Furey","1947","PRO","","57","University of St. Thomas","","","","","","","","","","","","","","","","",""
"Bob Hubbard","1947","PRO","","58","Springfield College","2","62","","224","","29",".249","",".674","","3.6","","0.5","-0.9","","",""
"Bob Joyce","1947","PRO","","59","Bates College","","","","","","","","","","","","","","","","",""
"Roy Lipscomb","1947","PRO","","60","St. Mary's College of Maryland","","","","","","","","","","","","","","","","",""
"John Mills","1947","PRO","","61","Hofstra","","","","","","","","","","","","","","","","",""
"Al Nichols","1947","PRO","","62","Rhode Island","","","","","","","","","","","","","","","","",""
"Jack Knopf","1947","STB","","63","Louisville","","","","","","","","","","","","","","","","",""
"Bob Kurland","1947","STB","","64","Oklahoma State","","","","","","","","","","","","","","","","",""
"Paul Napolitano","1947","STB","","65","San Francisco","1","1","","0","","0","","","","","0.0","","0.0","0.0","","",""
"Jim Pollard","1947","STB","","66","Stanford","7","438","9391","5762","2487","1417",".360","",".750","35.4","13.2","7.8","3.2","34.9",".093","",""
"Bill Strannigan","1947","STB","","67","Wyoming","","","","","","","","","","","","","","","","",""
"Herb Wilkinson","1947","STB","","68","Iowa","","","","","","","","","","","","","","","","",""
"Frank Broyles","1947","TRH","","69","Georgia Tech","","","","","","","","","","","","","","","","",""
"Paul Hoffman","1947","TRH","","70","Purdue","6","317","5130","3234","1129","911",".340","",".676","28.7","10.2","5.1","2.9","12.9",".031","",""
"Wimpy Quinn","1947","TRH","","71","Oregon","","","","","","","","","","","","","","","","",""
"Red Rocha","1947","TRH","","72","Oregon State","9","586","10507","6362","2747","1153",".370","",".759","29.9","10.9","6.6","2.0","47.9",".109","",""
"Bill Burke","1947","WSC","","73","St. Mary's College of Maryland","","","","","","","","","","","","","","","","",""
"Paul Cloyd","1947","WSC","","74","Wisconsin","1","7","","19","","2",".269","",".625","","2.7","","0.3","-0.1","","",""
"John Mandic","1947","WSC","","75","Oregon State","2","81","","335","","88",".316","",".660","","4.1","","1.1","2.4","","",""
"Saul Mariaschin","1947","WSC","","76","Harvard University","1","43","","333","","60",".270","",".709","","7.7","","1.4","1.1","","",""
"Abel Rodriguez","1947","WSC","","77","San Francisco","","","","","","","","","","","","","","","","",""
"Irv Rothenberg","1947","WSC","","78","Long Island University","3","131","","709","","90",".267","",".606","","5.4","","0.7","3.6","","",""
"Jack Tingle","1947","WSC","","79","Kentucky","2","39","","91","","8",".259","",".515","","2.3","","0.2","0.4","","",""
"Matt Zunic","1947","WSC","","80","George Washington","1","56","","273","","50",".303","",".706","","4.9","","0.9","2.0","","",""
"Andy Tonkovich","1948","PRO","1","1","Marshall","1","17","","44","","10",".268","",".667","","2.6","","0.6","-0.4","","",""
"George Kok","1948","INJ","2","2","Arkansas","","","","","","","","","","","","","","","","",""
"George Hauptfuhrer","1948","BOS","3","3","Harvard University","","","","","","","","","","","","","","","","",""
"Dolph Schayes","1948","NYK","4","4","NYU","15","996","29800","18438","11256","3072",".380","",".849","34.4","18.5","12.1","3.1","142.4",".192","",""
"Ed Mikan","1948","CHS","5","5","DePaul","6","323","2779","2163","1093","296",".320","",".756","20.3","6.7","5.5","0.9","3.6",".000","",""
"Walt Budko","1948","BLB","6","6","Columbia University","4","253","1126","2037","684","471",".342","",".757","17.9","8.1","5.4","1.9","13.7",".065","",""
"Robert Gale","1948","STB","7","7","Cornell","","","","","","","","","","","","","","","","",""
"Ward Williams","1948","FTW","8","8","Indiana","1","53","","215","","82",".237","",".750","","4.1","","1.5","1.8","","",""
"Chuck Hanger","1948","MNL","9","9","California","","","","","","","","","","","","","","","","",""
"Bobby Wanzer","1948","ROC","10","10","Seton Hall","9","568","12128","6924","1979","1830",".393","",".802","32.5","12.2","4.5","3.2","63.9",".156","",""
"Don Ray","1948","PHW","11","11","Western Kentucky","1","61","","364","","60",".323","",".698","","6.0","","1.0","1.3","","",""
"Jack Nichols","1948","WSC","12","12","Washington","9","505","10703","5269","2793","965",".368","",".752","26.9","10.4","6.9","1.9","24.8",".061","",""
"Jim Black","1948","BLB","","13","Occidental College","","","","","","","","","","","","","","","","",""
"Darrell Brown","1948","BLB","","14","Humboldt State University","1","3","","4","","0",".333","",".000","","1.3","","0.0","0.0","","",""
"Robert Carroll","1948","BLB","","15","West Virginia","","","","","","","","","","","","","","","","",""
"Jake Carter","1948","BLB","","16","East Texas State University","1","24","","82","","24",".307","",".679","","3.4","","1.0","0.7","","",""
"Marvin English","1948","BLB","","17","Newberry College","","","","","","","","","","","","","","","","",""
"Gene Fellmoth","1948","BLB","","18","Wittenberg University","","","","","","","","","","","","","","","","",""
"J.W. Fullerton","1948","BLB","","19","Arkansas State University","","","","","","","","","","","","","","","","",""
"Marshall Gemberling","1948","BLB","","20","Lebanon Valley College","","","","","","","","","","","","","","","","",""
"Vince Hansen","1948","BLB","","21","Washington State","","","","","","","","","","","","","","","","",""
"Joe Holland","1948","BLB","","22","Kentucky","3","186","737","1084","510","327",".331","",".621","13.4","5.8","4.2","1.8","1.9",".037","",""
"Wayne Jones","1948","BLB","","23","American International College","","","","","","","","","","","","","","","","",""
"Dan Kraus","1948","BLB","","24","Georgetown","1","13","","21","","7",".143","",".458","","1.6","","0.5","-0.3","","",""
"Herb Krautblatt","1948","BLB","","25","Rider University","1","10","","13","","4",".222","",".455","","1.3","","0.4","-0.1","","",""
"Paul Marcincin","1948","BLB","","26","Moravian College","","","","","","","","","","","","","","","","",""
"Johnny Bach","1948","BOS","","27","Fordham","1","34","","119","","25",".286","",".680","","3.5","","0.7","0.8","","",""
"Norman Carey","1948","BOS","","28","Oregon State","","","","","","","","","","","","","","","","",""
"Bob Curran","1948","BOS","","29","Holy Cross","","","","","","","","","","","","","","","","",""
"Neil Dooley","1948","BOS","","30","Colgate","","","","","","","","","","","","","","","","",""
"Jack Hauser","1948","BOS","","31","Denver","","","","","","","","","","","","","","","","",""
"Marshall Hawkins","1948","BOS","","32","Tennessee","1","39","","152","","51",".282","",".689","","3.9","","1.3","-0.1","","",""
"Tom Kelly","1948","BOS","","33","NYU","1","27","","191","","38",".335","",".616","","7.1","","1.4","1.4","","",""
"Murray Mitchell","1948","BOS","","34","Sam Houston State University","1","2","","2","","2",".333","","","","1.0","","1.0","0.0","","",""
"Guinn Phillips","1948","BOS","","35","Texas Wesleyan University","","","","","","","","","","","","","","","","",""
"Ray Wehde","1948","BOS","","36","Iowa State","","","","","","","","","","","","","","","","",""
"Hook Dillon","1948","CHS","","37","UNC","1","22","","36","","5",".182","",".727","","1.6","","0.2","-0.4","","",""
"Whitey Kachan","1948","CHS","","38","DePaul","1","52","","112","","37",".268","",".643","","2.2","","0.7","0.7","","",""
"Mickey Marty","1948","CHS","","39","Loras College","","","","","","","","","","","","","","","","",""
"Ed Mills","1948","CHS","","40","Wisconsin","","","","","","","","","","","","","","","","",""
"Don Reagan","1948","CHS","","41","Murray State","","","","","","","","","","","","","","","","",""
"Joe Shafer","1948","CHS","","42","Wheaton College","","","","","","","","","","","","","","","","",""
"Odie Spears","1948","CHS","","43","Western Kentucky","8","479","8104","4161","1409","917",".366","",".763","22.9","8.7","4.0","1.9","27.6",".111","",""
"Fred Weber","1948","CHS","","44","Siena College","","","","","","","","","","","","","","","","",""
"Bobby Cook","1948","FTW","","45","Wisconsin","1","51","","587","","158",".358","",".790","","11.5","","3.1","1.9","","",""
"Link Richmond","1948","FTW","","46","Arizona","","","","","","","","","","","","","","","","",""
"Kenny Rollins","1948","FTW","","47","Kentucky","3","168","426","817","45","344",".309","",".750","9.9","4.9","1.0","2.0","4.2",".011","",""
"Murray Wier","1948","FTW","","48","Iowa","1","56","","429","","107",".327","",".693","","7.7","","1.9","1.6","","",""
"Reede Berg","1948","INJ","","49","Oregon","","","","","","","","","","","","","","","","",""
"Jack Coleman","1948","INJ","","50","LSU","","","","","","","","","","","","","","","","",""
"Alex Hannum","1948","INJ","","51","USC","8","516","7713","3078","2013","857",".354","",".629","19.8","6.0","4.5","1.7","11.4",".028","",""
"Norman Kohler","1948","INJ","","52","UNC","","","","","","","","","","","","","","","","",""
"Andy Kostecka","1948","INJ","","53","Georgetown","1","21","","135","","14",".418","",".614","","6.4","","0.7","1.7","","",""
"Ray Lumpp","1948","INJ","","54","NYU","5","300","2739","2462","391","654",".366","",".767","23.4","8.2","2.2","2.2","15.5",".067","",""
"Bob Paxton","1948","INJ","","55","UNC","","","","","","","","","","","","","","","","",""
"Jack Phoenix","1948","INJ","","56","Idaho","","","","","","","","","","","","","","","","",""
"Dick Wehr","1948","INJ","","57","Rice University","1","9","","12","","3",".238","",".333","","1.3","","0.3","-0.1","","",""
"Cliff Crandall","1948","MNL","","58","Oregon State","","","","","","","","","","","","","","","","",""
"Arnie Ferrin","1948","MNL","","59","Utah","3","178","","1037","271","278",".332","",".686","","5.8","4.0","1.6","7.6","","",""
"Earl Gardner","1948","MNL","","60","DePauw University","1","50","","89","","19",".376","",".464","","1.8","","0.4","0.7","","",""
"Dee Gibson","1948","MNL","","61","Western Kentucky","1","44","","281","","126",".314","",".718","","6.4","","2.9","2.7","","",""
"Ken Jastrow","1948","MNL","","62","Denver","","","","","","","","","","","","","","","","",""
"Bob Lowther","1948","MNL","","63","LSU","","","","","","","","","","","","","","","","",""
"Johnny Orr","1948","MNL","","64","Beloit College","1","34","","92","","20",".339","",".857","","2.7","","0.6","-0.1","","",""
"Junior Skogland","1948","MNL","","65","Gustavus Adolphus","","","","","","","","","","","","","","","","",""
"Quentin Stinson","1948","MNL","","66","Southern Illinois","","","","","","","","","","","","","","","","",""
"Gene Berce","1948","NYK","","67","Marquette","1","3","","10","","2",".313","",".000","","3.3","","0.7","-0.1","","",""
"Leland Byrd","1948","NYK","","68","West Virginia","","","","","","","","","","","","","","","","",""
"Harry Gallatin","1948","NYK","","69","Truman State University","10","682","15813","8843","6684","1208",".398","",".773","31.9","13.0","11.9","1.8","78.4",".182","",""
"Keith Grimes","1948","NYK","","70","East Central University","","","","","","","","","","","","","","","","",""
"Mel McGaha","1948","NYK","","71","Arkansas","1","51","","176","","51",".318","",".591","","3.5","","1.0","1.5","","",""
"Ed Peterson","1948","NYK","","72","Cornell","2","115","","804","288","99",".384","",".627","","7.0","5.4","0.9","6.6","","",""
"Tex Ritter","1948","NYK","","73","Eastern Kentucky University","3","151","","789","65","145",".348","",".674","","5.2","1.9","1.0","5.7","","",""
"Dick Shrider","1948","NYK","","74","Ohio University","1","4","","1","","2","","",".333","","0.3","","0.5","0.0","","",""
"John Stanich","1948","NYK","","75","UCLA","","","","","","","","","","","","","","","","",""
"William Brown","1948","PHW","","76","Maryland","","","","","","","","","","","","","","","","",""
"Hugh Compton","1948","PHW","","77","Louisville","","","","","","","","","","","","","","","","",""
"Joe Nelson","1948","PHW","","78","BYU","","","","","","","","","","","","","","","","",""
"Clint Pace","1948","PHW","","79","Pepperdine","","","","","","","","","","","","","","","","",""
"Roy Pugh","1948","PHW","","80","SMU","1","23","","32","","9",".255","",".316","","1.4","","0.4","-0.2","","",""
"Tom Short","1948","PHW","","81","Kansas Wesleyan","","","","","","","","","","","","","","","","",""
"Joe Wahl","1948","PHW","","82","University of Akron","","","","","","","","","","","","","","","","",""
"Andy Wolfe","1948","PHW","","83","California","","","","","","","","","","","","","","","","",""
"Al Bennett","1948","PRO","","84","Oklahoma State","","","","","","","","","","","","","","","","",""
"Jack Coleman","1948","PRO","","85","Louisville","9","633","16479","6721","5186","1749",".416","",".695","33.1","10.6","9.2","2.8","47.7",".107","",""
"Ed Faber","1948","PRO","","86","Trinity University","","","","","","","","","","","","","","","","",""
"Verl Heap","1948","PRO","","87","Arizona State","","","","","","","","","","","","","","","","",""
"Otto Snellbacher","1948","PRO","","88","Kansas","","","","","","","","","","","","","","","","",""
"Brady Walker","1948","PRO","","89","BYU","4","228","699","1603","549","328",".380","",".633","20.0","7.0","5.4","1.4","6.9",".066","",""
"Alex Athas","1948","ROC","","90","Tulane","","","","","","","","","","","","","","","","",""
"Bill Gabor","1948","ROC","","91","Syracuse","6","307","3680","2997","448","626",".344","",".737","19.4","9.8","1.8","2.0","11.2",".081","",""
"Ed Keim","1948","ROC","","92","Niagara University","","","","","","","","","","","","","","","","",""
"Leo Kubiak","1948","ROC","","93","Bowling Green","1","62","","710","","201",".326","",".814","","11.5","","3.2","0.5","","",""
"Johnny Macknowski","1948","ROC","","94","Seton Hall","2","117","","823","110","134",".317","",".727","","7.0","1.9","1.1","2.7","","",""
"Lionel Melamed","1948","ROC","","95","City College of New York","","","","","","","","","","","","","","","","",""
"Hank O'Keefe","1948","ROC","","96","Canisius","","","","","","","","","","","","","","","","",""
"Warren Stickel","1948","ROC","","97","Syracuse","","","","","","","","","","","","","","","","",""
"Paul Yesavi","1948","ROC","","98","Niagara University","","","","","","","","","","","","","","","","",""
"Jack Burmaster","1948","STB","","99","Illinois","1","61","","598","","179",".333","",".681","","9.8","","2.9","-0.4","","",""
"Gordon Flick","1948","STB","","100","Drake University","","","","","","","","","","","","","","","","",""
"John Hoppin","1948","STB","","101","Dickinson College","","","","","","","","","","","","","","","","",""
"Dan London","1948","STB","","102","Washington University in Saint Louis","","","","","","","","","","","","","","","","",""
"D. Miller","1948","STB","","103","Saint Louis","","","","","","","","","","","","","","","","",""
"Easy Parham","1948","STB","","104","Texas Wesleyan University","3","133","","712","9","285",".316","",".522","","5.4","1.3","2.1","0.4","","",""
"D.C. Wilcutt","1948","STB","","105","Saint Louis","2","59","","128","","80",".339","",".733","","2.2","","1.4","1.1","","",""
"Fred Bartell","1948","WSC","","106","Oregon","","","","","","","","","","","","","","","","",""
"Ed Hughes","1948","WSC","","107","San Jose State","","","","","","","","","","","","","","","","",""
"Thorton Jenkins","1948","WSC","","108","Missouri","","","","","","","","","","","","","","","","",""
"Leo Katkaveck","1948","WSC","","109","NC State","2","107","","457","","136",".317","",".685","","4.3","","1.3","1.9","","",""
"C.T. Parker","1948","WSC","","110","Louisiana Tech","","","","","","","","","","","","","","","","",""
"Jack Parkinson","1948","WSC","","111","Kentucky","1","4","","3","","2",".083","","1.000","","0.8","","0.5","-0.2","","",""
"Don Walker","1948","WSC","","112","Sam Houston State University","","","","","","","","","","","","","","","","",""
"Al Williams","1948","WSC","","113","Arkansas","","","","","","","","","","","","","","","","",""
"Vern Mikkelsen","1949","MNL","","1","Hamline University","10","699","18443","10063","5940","1515",".403","",".766","32.5","14.4","9.4","2.2","83.4",".170","",""
"Ed Macauley","1949","STB","","2","Saint Louis","10","641","18071","11234","4325","2079",".436","",".761","35.7","17.5","7.5","3.2","100.4",".196","",""
"Howie Shannon","1949","PRO","1","3","Kansas State","2","122","","1323","","299",".355","",".795","","10.8","","2.5","6.3","","",""
"Alex Groza","1949","INO","2","4","Kentucky","2","130","","2925","709","318",".474","",".756","","22.5","10.7","2.4","35.9","","",""
"Bob Harris","1949","FTW","3","5","Oklahoma State","5","325","5768","2209","1824","502",".385","",".628","27.9","6.8","6.9","1.5","15.7",".081","",""
